"","company","RD","OR","NI","TA","TE","Patent","Industry","Frequency"
"1040","CPX.F",NA,92304.6575,2074.66375,35508.7865,6854.9355,2483.00125,"High",1
"1041","COM.F",NA,348924,69866.5,21494139,628109.75,34514.5,"High",1
"1042","CCAP.F",NA,126490.5,46350.25,764248,323332.25,68616.5,"High",1
"1043","CSQ.F",NA,1089.086,-2038.176,5609.6855,3327.318,611.676,"High",1
"1044","DMRE.F",NA,93978,32036.25,1163189.75,331493,175.5,"High",1
"1045","DB1.F",NA,2629475,909200,160238525,4424075,1289500,"High",1
"1046","DEQ.F",NA,232070.75,186193,4300824.5,2037782.75,16.25,"High",1
"1047","JB7.F",NA,3576.575,5352.95,81357.475,28155.2,NA,"High",1
"1048","DWNI.F",NA,1362993,1572427.25,18939382.25,8998911,8907.25,"High",1
"1049","DIC.F",NA,171571.25,25870.75,2420736.5,814548,590.75,"High",1
"1050","DBAN.F",NA,76532.72625,48620.5675,420127.5,389237.25,648.25,"High",1
"1051","DKG.F",NA,15973.5125,20370.9875,249979.225,116563.75,NA,"High",1
"1052","DWS.F",NA,2458750,483750,13503000,6384250,883000,"High",1
"1053","CAP.F",NA,227282,16280.3333333333,2507520,651878,594234,"High",1
"1054","FRU.F",NA,118613.75,15805.25,343149.25,94534,17808,"High",1
"1055","GWD.F",NA,NA,2306.6385,134705.11675,105068.547,NA,"High",1
"1056","GYC.F",NA,456662.75,500314.75,6802863.5,3160288,10166,"High",1
"1057","GLJ.F",NA,358627.75,105154.75,4519691,789896.25,19369.5,"High",1
"1058","HAB.F",NA,77593.5,17069.75,1044178.25,511992.5,414.5,"High",1
"1059","HYQ.F",NA,189107.75,18700,163693,87997.75,5920,"High",1
"1060","INS.F",NA,214660.15875,-14932.16375,612197.6495,26869.6305,NA,"High",1
"1061","IUR.F",NA,376849.5,14698.25,341779.25,158595,10770,"High",1
"1062","LEG.F",NA,846650,620050,9209550,3806825,1025,"High",1
"1063","MLP.F",NA,604741.5,24192.25,2071839.75,399774.75,63610.25,"High",1
"1064","O4B.F",NA,221303,10918,171593.75,87765.74975,9362.75,"High",1
"1065","PAT.F",NA,450888.5,113774.25,1413982.5,792187.5,79304.75,"High",1
"1066","LNSX.F",NA,733793,22504,1280151,198941.5,1711.5,"High",1
"1067","TEG.F",NA,466053.5,284681.75,4369712.5,1517107,2005,"High",1
"1068","TLG.F",NA,200015.25,204085.75,3125204.75,1501532,42291,"High",1
"1069","VNA.F",NA,3464325,2015350,37596275,15013925,39475,"High",1
"1070","AAA.F",NA,5701.056,636.69525,95505.81425,44467.79675,5.79175,"High",1
"1071","O5G.F",NA,438607.5,469420.25,6443208,2792696.5,13321.25,"High",1
"1072","DFTK.F",NA,4468.29575,14607.56475,25845.66025,8805.242,115.1265,"High",1
"1073","FAM1.F",NA,NA,-152.2515,1580.65825,NA,2.671,"High",1
"1074","DRE2.F",NA,31185.5,71213.5,445874.25,161682.5,10.75,"High",1
"1075","ERWE.F",NA,NA,25.373,1555.156,1347.93475,NA,"High",1
"1076","BNT1.F",NA,4119.5,5925.25,153193.5,44722.75,66,"High",1
"1077","FVI.F",NA,28131.25,12211.25,326885.75,127894,NA,"High",1
"1078","FRS.F",NA,19960.59275,120.02175,20927.47225,18947.01225,152.9515,"High",1
"1079","FNG.F",NA,NA,-115.14975,3332.18275,2409.712,NA,"High",1
"1080","GIB.F",NA,294999.75,726286,6611823.25,3664983,26,"High",1
"1081","G7B.F",NA,14745.6425,-916.7645,128717.98175,26606.80075,9.52,"High",1
"1082","IPOA.F",NA,558.513,868.90175,32717.47025,22070.9075,0.5655,"High",1
"1083","RTML.F",NA,1126.75,-421,2221,1179,14,"High",1
"1084","MPRK.F",NA,NA,-5672.59925,13258.67475,NA,NA,"High",1
"1085","MSAG.F",NA,245252.5,4768,148600.5,50788.75,1979.75,"High",1
"1086","02P.F",NA,33.8295,-47542.2765,123495.07075,104959.94475,NA,"High",1
"1087","PUZ.F",NA,88602.59425,-8871.49525,91406.05775,20185.85725,NA,"High",1
"1088","SBE.F",NA,NA,-306.39125,108.486,NA,NA,"High",1
"1089","TTO.F",NA,NA,894.5,39593.75,18669.25,NA,"High",1
"1090","UPR.F",NA,52818.5,-265.25,83524.75,1474.75,42,"High",1
"1091","VMR1.F",NA,2155.4925,-398.5865,8879.2615,3699.15075,2420.69725,"High",1
"1092","VDN.F",NA,NA,2568.43225,451240.71,43201.2495,NA,"High",1
"1093","WCMK.F",NA,40083,25073.75,738609.5,295733.5,142.5,"High",1
"1094","RKB.F",NA,7103,-366.75,9246,5635.25,23.25,"High",1
"1095","YMO.F",NA,1573.7125,-3310.51425,48502.419,NA,NA,"High",1
"1096","ALV.F",NA,106088250,6960750,882904500,64253000,26646500,"Low",1
"1097","DFV.F",NA,31075.60825,177.3435,94413.8815,28545.82675,9368.44125,"Low",1
"1098","HNR1.F",NA,17224746.25,1085000.5,63128742,8592710.75,2340873.25,"Low",1
"1099","MUV2.F",NA,55083500,2093000,268140750,29140750,10566750,"Low",1
"1100","TLX.F",NA,31936000,752750,157665500,8711500,6190500,"Low",1
"1101","ART.F",2570.30375,17854.6675,752.94225,5963.5485,1693.598,1211.2965,"Low",1
"1102","ACX.F",NA,129228.91025,31783.767,125034.551,90542.276,673.76225,"Low",1
"1103","CEC.F",NA,31028000,540250,17340750,2963500,296250,"Low",1
"1104","CEC1.F",NA,31028000,540250,17340750,2963500,296250,"Low",1
"1105","DHER.F",NA,393714.25,-203830.5,1768686.25,1252615.25,515163,"Low",1
"1106","DEX.F",NA,583947.75,3112.5,177400.25,52231.5,16567.25,"Low",1
"1107","ELB.F",NA,67353,-6934.25,56949.25,36627.25,854.5,"Low",1
"1108","FIE.F",NA,1362773.75,167089,918778.5,689349.5,22144.75,"Low",1
"1109","HAW.F",NA,497824.25,17812,249962,94187.25,21635.5,"Low",1
"1110","HFG.F",NA,771513,-95465.25,289824.75,162234.5,4641.5,"Low",1
"1111","H24.F",NA,266464.25,-65137.25,167547.75,94030.25,35553.75,"Low",1
"1112","HBH.F",NA,3852190.5,82499.5,2607164.25,1130332.5,11389.75,"Low",1
"1113","HBM.F",NA,3623048.5,63360,1918761,988685.75,11073.75,"Low",1
"1114","LO24.F",NA,24953,-722.75,45120,25852,530.25,"Low",1
"1115","ECK.F",NA,143096.25,5125.75,130728,78373.5,4603.25,"Low",1
"1116","B4B.F",NA,33356000,357250,16434500,2938750,440750,"Low",1
"1117","B4B3.F",NA,33356000,357250,16434500,2938750,440750,"Low",1
"1118","SAE.F",NA,281667.75,-20990,202959.25,137161.5,36400,"Low",1
"1119","BTBB.F",NA,8166.4045,-4207.7305,17763.4745,12514.882,136.368,"Low",1
"1120","TTK.F",NA,1122871,89206.75,975908.25,552356.75,67902.5,"Low",1
"1121","ULC.F",NA,29770.96325,-1219.55775,26228.32675,2233.462,2791.296,"Low",1
"1122","WEW.F",NA,235766.5,-26880.75,92983.75,23082.75,4560,"Low",1
"1123","WDLK.F",NA,162225,-36624,98746.25,67714.5,21115,"Low",1
"1124","TIM.F",NA,122735.75,17784.5,146673.25,105635.25,889.5,"Low",1
"1125","ZO1.F",NA,1047485.9675,4788.98275,228521.5835,105890.01875,10891.16475,"Low",1
"1126","BIJ.F",NA,332735.213,24266.363,277777.40125,240064.41775,2703.19025,"Low",1
"1127","USE.F",NA,139517,-3375.75,86732,21995.5,7703.75,"Low",1
"1128","XMY.F",NA,60938.25,-4653,32160.25,11587.75,6345.5,"Low",1
"1129","8S9.F",NA,116942.5,25033.5,102849.25,65702.5,2695.5,"Low",1
"1130","TVD6.F",NA,13036.837,-391.72375,25938.574,2855.61125,4232.0265,"Low",1
"1131","DTE.F",NA,75487750,2889000,144778500,30086500,45701250,"Low",1
"1132","E4C.F",NA,111096.5235,843.173,44306.567,19473.24175,3696.509,"Low",1
"1133","DRI.F",NA,2968277,358261,3941869,2544298.33333333,630467.666666667,"Low",1
"1134","TGT.F",NA,45609.5,-9190.5,31676.5,20037.25,6083.75,"Low",1
"1135","FNTN.F",NA,3251790,239799.5,3989388.5,1344307.75,518296.25,"Low",1
"1136","NFN.F",NA,32505.25,-4456,20943.5,13676.25,145.5,"Low",1
"1137","O2D.F",NA,7651000,-292500,14962750,8898750,5871500,"Low",1
"1138","YOC.F",NA,13040.0135,-975.32425,4698.93425,-3526.8505,568.87225,"Low",1
"1139","LSX.F",NA,33163.75,-1280.5,36161.75,18447.75,9193,"Low",1
"1140","HETA.F",NA,NA,680.7925,15215.5285,14566.7855,NA,"Low",1
"1141","YB1A.F",NA,NA,-23.927,589.98875,NA,NA,"Low",1
"1142","SUR.F",NA,671514.5,21602.5,754183.25,343502,42106.25,"Low",1
"1143","EIS.F",NA,287,14815,142948,140296,NA,"Low",1
"1144","NDA.F",NA,10203980.25,223855.75,4233762.5,2220647.25,83229,"Low",1
"1145","O2C.F",NA,313965.75,21906.75,385451.25,206530.5,1133.75,"Low",1
"1146","SPR.F",NA,3205325,301550,6469075,2248675,1663700,"Low",1
"1147","APM.F",NA,53252,355.75,35910.75,15422.75,375.25,"Low",1
"1148","BST.F",NA,100787.25,-1170.5,120914.5,44897,18416,"Low",1
"1149","BVB.F",NA,398510.5,17778.25,442003,310980.25,103205.75,"Low",1
"1150","EV4.F",NA,420089,11038.5,318952,46839.25,17629.5,"Low",1
"1151","EVD.F",NA,984950.57375,103725.17025,1356491.8365,374278.21,68634.62325,"Low",1
"1152","ERMK.F",NA,184982,-8054.25,119160.5,8362.75,9847.5,"Low",1
"1153","HLG.F",NA,545822.75,19594.75,494489.25,164503,15298.75,"Low",1
"1154","PSM.F",NA,3786750,378000,6237500,1080250,1767250,"Low",1
"1155","RRTL.F",NA,6286000,729000,8180750,3010750,292500,"Low",1
"1156","G24.F",NA,474000.25,99979.25,2227309.5,1037419.75,1191914,"Low",1
"1157","SAX.F",NA,1203117.25,51170.25,2019798,653516,287252.75,"Low",1
"1158","TC1.F",NA,456211,-65901,2123339.75,480834.75,245364.25,"Low",1
"1159","ITN.F",NA,NA,33.5,646.25,-10419.75,NA,"Low",1
"1160","KA8.F",NA,13591.5,854.75,11441.5,7171.5,723.25,"Low",1
"1161","ODE.F",NA,39009.96725,731.799,29520.886,13437.1795,6988.957,"Low",1
"1162","HBD1.F",NA,NA,-330.25125,298.9245,262.41875,NA,"Low",1
"1163","EXJ.F",NA,NA,-746.95,1449.9,611.275,NA,"Low",1
"1164","SPM.F",NA,53368.75,-865.25,65784.75,21732,24162.25,"Low",1
"1165","WIG1.F",NA,51139,-3639.75,27727,11459.5,899.5,"Low",1
"1166","99SC.F",NA,4080.07925,-294.58175,30161.04675,18002.566,1835.88875,"Low",1
"1167","ERO1.F",NA,8689.0475,1360.71925,20305.41525,18773.42,13265.96325,"Low",1
"1168","RTV.F",NA,3904.30625,-1454.15925,24403.33925,13604.8055,21757.29175,"Low",1
"1169","APOLLOHOSP.BO",NA,67230695,2286727.5,76428392.5,32659305,270647.5,"High",0
"1170","SCANDENT.BO",NA,20631.78625,-59484.18725,61182.6195,42239.067,NA,"High",0
"1171","KOVAI.BO",NA,4975896,492985.5,4702793,2082958.5,4037.25,"High",0
"1172","CMMHOSP.BO",NA,204688.9885,302.19275,187184.19875,-50511.60475,NA,"High",0
"1173","FORTISMLR.BO",NA,1435170.16925,37272.5345,1402055.42175,1014028.36525,27621.887,"High",0
"1174","VIMTALABS.BO",NA,1685547.30475,146924.577,2167317.07125,1464640.603,NA,"High",0
"1175","KMCSHIL.BO",NA,511578.66675,38358.549,378741.41475,195108.69775,1099.9585,"High",0
"1176","GUJMEDI.BO",NA,4276.675,2.566,53140.622,43363.19925,NA,"High",0
"1177","TRABI.BO",NA,2238.4795,-167432.63,2603448.3475,1192820.35075,1014313.25,"High",0
"1178","ASHRAM.BO",NA,6609.579,-3525,111100.13475,107959.9685,NA,"High",0
"1179","MEDINOV.BO",NA,80732.71925,-19226.278,94639.5875,-87417.90325,NA,"High",0
"1180","DOLPHMED.BO",NA,4495.40225,-2965.5835,214060.99625,125605.5295,NA,"High",0
"1181","CHOKSILA.BO",NA,260592.189,9606.57,413838.77875,207171.75625,2472.93825,"High",0
"1182","DRAGARWQ.BO",NA,1393716.75,49620.5,753484.75,279108.25,10213.5,"High",0
"1183","BI.BO",NA,26766313.25,-1466448.25,37538553.75,7055764,664039,"High",0
"1184","SHREEPAC.BO",NA,69576.18725,-844.7245,88578.86675,52024.678,2695.84425,"High",0
"1185","NGIND.BO",NA,166097.94575,14468.04125,155395.1415,132412.9845,NA,"High",0
"1186","ZDHJERK.BO",NA,105691.00775,8146.855,139779.22425,96181.924,NA,"High",0
"1187","KRETTOSYS.BO",NA,39949.415,1466.31975,184994.1615,156655.202,NA,"High",0
"1188","INDRAMEDCO.BO",NA,7459939.95275,260680.89475,4491735.24025,2204130.05625,17153.556,"High",0
"1189","FORTIS.BO",NA,43248181.5,-1782070.5,82966076.25,43534992.25,1308788.75,"High",0
"1190","LEHIL.BO",NA,333388.75,776.75,560982.5,498899,1878.25,"High",0
"1191","SASTASUNDR.BO",NA,1056810.473,-230043.881,2560177.39525,2094356.93,22230.004,"High",0
"1192","LOOKS.BO",NA,17637.06475,589.873,170315.9895,145839.7045,NA,"High",0
"1193","TEJNAKSH.BO",NA,72365.63075,16606.5485,115893.51275,69392.56175,73.902,"High",0
"1194","LALPATHLAB.BO",NA,8550521.91075,1383064.39,6773782.4765,5521242.2415,170477.37575,"High",0
"1195","NH.BO",NA,17921480.2675,347169.897,17772365.875,9108007.441,197419.48875,"High",0
"1196","HCG.BO",NA,6585867.605,105172.4985,11224685.4115,4132696.5515,46361.4545,"High",0
"1197","THYROCARE.BO",NA,2715272.5,582842.5,4139267.5,3732700,13007.5,"High",0
"1198","ARTEMIS.BO",NA,5042026.33333333,245932.666666667,NA,NA,NA,"High",0
"1199","ANG.BO",NA,589216.677,21515.89175,440851.90625,96359.534,NA,"High",0
"1200","LASA.BO",NA,2211386,73511.5,2575134.5,964176,61969,"High",0
"1201","SHALBY.BO",NA,3182050,339830,6258487.5,3463340,5565,"High",0
"1202","ASTERDM.BO",NA,54445452.5,1110782.5,61148310,16369150,475917.5,"High",0
"1203","AMBALALSA.BO",NA,1288724.25,61288.75,1782989.75,202544.75,3780.75,"High",0
"1204","CIPLA.BO",NA,135781700,12394200,201858325,122726400,21453225,"High",0
"1205","DRREDDY.BO",18202000,145737750,16009250,211959250,122535500,30859000,"High",0
"1206","MERCK.BO",NA,9709462.5,2663295,11034677.5,8821850,3830,"High",0
"1207","LUPIN.BO",NA,150163875,18681750,221688150,117780150,37813625,"High",0
"1208","LYKALABS.BO",NA,1246015.5235,-55976.213,2518090.7395,442092.609,620104.02475,"High",0
"1209","MOREPENLAB.BO",NA,6168764,237187.75,5657393.75,2139818.75,81635.5,"High",0
"1210","PEL.BO",NA,98145025,21879125,593821350,203823350,25988600,"High",0
"1211","TORNTPHARM.BO",NA,57845150,10239600,102267475,37392450,26306075,"High",0
"1212","TRANSCHEM.BO",NA,NA,-3108.45825,380797.9725,378846.03625,NA,"High",0
"1213","ABBOTINDIA.BO",NA,27762229.25,2905189.75,18680330.75,13032077.75,33146.5,"High",0
"1214","GLAXO.BO",NA,28140636.75,3612015.3,33054673.5,20191027,NA,"High",0
"1215","NOVARTIND.BO",NA,6670750,1032450,12347875,9622125,NA,"High",0
"1216","SANOFI.BO",NA,24485750,3330750,26768500,19389250,1787750,"High",0
"1217","PFIZER.BO",NA,19500535,2679126.5,31131662.75,23096478,3040410,"High",0
"1218","PARNAXLAB.BO",NA,938437.98425,28757.7055,837815.596,291651.2275,999.42975,"High",0
"1219","BLISSGVS.BO",NA,4323490.5,708061.25,8267222.75,4431413,21284.5,"High",0
"1220","ALEMBICLTD.BO",NA,1338189,1623695.5,9115188.5,8320356.5,NA,"High",0
"1221","ANUHPHR.BO",NA,2635340.0675,210895.8655,1896787.56925,1275853.16775,3156.195,"High",0
"1222","CHEMOPH.BO",NA,19159.724,9039.73875,76051.222,72351.16375,NA,"High",0
"1223","MAKERSL.BO",NA,600811.67375,28536.584,456999.616,304626.67675,326.72875,"High",0
"1224","VEERHEALTH.BO",NA,26471.75,563.5,139878.75,128919,NA,"High",0
"1225","SEQUENT.BO",NA,6452090,946337.5,14207885,6653367.5,557112.5,"High",0
"1226","MEDICAPQ.BO",NA,434288.67375,3298.6845,951342.35175,857464.13725,NA,"High",0
"1227","ALBERTDA.BO",NA,3064032.25,218730.25,2477518,1496525,18789.5,"High",0
"1228","IOLCP.BO",NA,6647726.72325,-185766.31675,7783155.17325,1991923.24725,7588.17925,"High",0
"1229","KABRADG.BO",NA,67881.3315,-5321.064,64490.5,19967.731,NA,"High",0
"1230","AARTIDRUGS.BO",NA,11669883,775219.75,11707766.75,3802775.75,47406.5,"High",0
"1231","ORCHIDPHAR.BO",NA,8793332.87225,-3146041.664,35761050.25,-2200192.5,433154.5,"High",0
"1232","BIOFILCHEM.BO",NA,112118.619,9086.74975,209708.5585,112963.8175,NA,"High",0
"1233","ISHITADR.BO",NA,65162.9495,1972.6,73707.79875,57510.15125,NA,"High",0
"1234","MARKSANS.BO",NA,8425166.08825,587608.07975,7196558.0225,4283463.54925,317246.79875,"High",0
"1235","AREYDRG.BO",NA,3011962.822,35072.9105,1380585.3745,503853.411,NA,"High",0
"1236","SYNCOMF.BO",NA,1751855.10375,98233.34775,1660390.3085,1120550.08,1127.42875,"High",0
"1237","IPCALAB.BO",NA,31132175,1953325,39452200,24028625,631700,"High",0
"1238","CORALAB.BO",NA,793932.07525,126771.925,1082985.40225,886862.1215,550.93875,"High",0
"1239","KREBSBIO.BO",NA,87931.5,-141219.25,1182241,35480.5,NA,"High",0
"1240","NEULANDLAB.BO",NA,5215960,255497.25,7481400.75,3629183.25,10991.5,"High",0
"1241","BERLDRG.BO",NA,132282.40275,1991.71575,105841.0045,64278.61725,52.04675,"High",0
"1242","SHUKRAPHAR.BO",NA,44704.625,3196.35025,196580.96175,144030.02925,NA,"High",0
"1243","INDSWFTLTD.BO",NA,3155673.25,-1954640,8904931.75,-4051044.75,291971.75,"High",0
"1244","NATCAPSUQ.BO",NA,594429.77575,29317.60175,707884.6075,527650.3625,NA,"High",0
"1245","WELCURE.BO",NA,801.35875,244.139,278.89475,235.7485,NA,"High",0
"1246","BIBCL.BO",NA,926656.75,-23793.25,NA,NA,NA,"High",0
"1247","HESTERBIO.BO",NA,1366838.17775,274823.69225,2355494.3545,1354362.425,4691.10625,"High",0
"1248","PARENTLD.BO",NA,2418733.31725,-1052456.35475,9136754.87625,663313.4425,NA,"High",0
"1249","SANDUPHQ.BO",NA,430783.87375,2672.162,434698.674,230798.91175,NA,"High",0
"1250","VISTAPH.BO",NA,205610.18325,13924.411,359454.976,175280.66925,NA,"High",0
"1251","SUNPHARMA.BO",NA,283060750,45527525,575104525,333402000,36943025,"High",0
"1252","JENBURPH.BO",NA,991939.25,127870,681892.5,473311,1067.75,"High",0
"1253","HIKAL.BO",NA,12066115,723010,14704235,6485920,40592.5,"High",0
"1254","CAPPL.BO",122717,3755435.75,849628.5,3387007,2024815.5,12509,"High",0
"1255","NGLFINE.BO",NA,995007.0055,118017.27075,938682.925,521206.62725,2001.08975,"High",0
"1256","EVERESTO.BO",NA,1064510.709,12249.1465,807165.868,116402.82525,NA,"High",0
"1257","BDH.BO",NA,438573.5,32243.25,537231.25,279681.25,NA,"High",0
"1258","VINRKLB.BO",NA,358.36575,-379.174,7233.315,4893.588,NA,"High",0
"1259","MAXIMAA.BO",NA,175143.9035,-7836.908,500806.8905,161403.983,12993.233,"High",0
"1260","VENUSREM.BO",263533.75,4136783,-102282.5,7999316.25,4112215.75,2157625.5,"High",0
"1261","JUBILANT.BO",NA,62386620,3881315,90253157.5,32355862.5,6544012.5,"High",0
"1262","VIVANZA.BO",NA,NA,-547.44625,46731.21375,18618.22375,NA,"High",0
"1263","SAMRATPH.BO",NA,683253.72075,13971.378,348352.5775,152641.86925,372.607,"High",0
"1264","KERALAYUR.BO",NA,477946.90575,27310.008,823254.254,-614.429749999999,NA,"High",0
"1265","THEMISMED.BO",NA,2151193.75,124364.5,2864133.75,1136465.75,16114.5,"High",0
"1266","GODAVARI.BO",NA,665033.9705,19091.28325,509353.41425,151844.294,NA,"High",0
"1267","VIKRAMTH.BO",NA,423752.13825,36035.414,485677.46525,343108.88925,74.04625,"High",0
"1268","SHILPAMED.BO",NA,7248257,987133.25,12098137,8145335.75,456111.75,"High",0
"1269","ZENITHHE.BO",NA,53674.98975,-1076.978,65645.27525,56114.12925,23.09375,"High",0
"1270","TRANSASIA.BO",NA,NA,-488.806,79168.4065,74896.9155,NA,"High",0
"1271","ROOPAIND.BO",NA,282538.473,2650.2845,287694.64525,91632.02125,NA,"High",0
"1272","SYSCHEM.BO",NA,262841,-18141,499447.25,87747.5,NA,"High",0
"1273","ZDHJERK.BO",NA,105691.00775,8146.855,139779.22425,96181.924,NA,"High",0
"1274","KRETTOSYS.BO",NA,39949.415,1466.31975,184994.1615,156655.202,NA,"High",0
"1275","INDRAMEDCO.BO",NA,7459939.95275,260680.89475,4491735.24025,2204130.05625,17153.556,"High",0
"1276","FORTIS.BO",NA,43248181.5,-1782070.5,82966076.25,43534992.25,1308788.75,"High",0
"1277","LEHIL.BO",NA,333388.75,776.75,560982.5,498899,1878.25,"High",0
"1278","SHYAMAINFO.BO",NA,3775.1015,-11.66075,98227.70475,96816.29825,NA,"High",0
"1279","SOURCENTRL.BO",NA,110616.853,6974.72925,88111.51575,63572.50125,362.429,"High",0
"1280","DESHRAK.BO",NA,48569.53375,2200.6575,101588.159,72551.13075,NA,"High",0
"1281","FDC.BO",NA,9931423.5,1697145.5,13466413,11412883.5,60222.75,"High",0
"1282","LINCOPH.BO",NA,3467742.88025,253601.35475,2963513.2875,1671090.5345,3618.51625,"High",0
"1283","MADHUVEER.BO",NA,1068.7285,36.067,53281.409,51775.50225,NA,"High",0
"1284","ZENOTECH.BO",NA,48837.25,-177325.25,622883.75,-242165,NA,"High",0
"1285","GLENMARK.BO",NA,80707792.5,7168915,114391067.5,44497660,13506237.5,"High",0
"1286","WOCKPHARMA.BO",NA,41256050,-1869575,82839200,31267250,4311250,"High",0
"1287","INDSWFTLAB.BO",NA,7082626.5,-488175.5,21547172.25,5492106.25,2026315.75,"High",0
"1288","CADILAHC.BO",NA,98398750,15870000,132209250,64138250,7208000,"High",0
"1289","TYCHE.BO",NA,536452.82325,33346.491,647237.58225,475959.952,NA,"High",0
"1290","GRANULES.BO",NA,16828901,1641298.25,22670984.5,10997111,2412903.75,"High",0
"1291","DIVISLAB.BO",NA,37092620,9786840.75,55637935,47677145.25,41728,"High",0
"1292","STAR.BO",NA,28785295,3189980,NA,NA,NA,"High",0
"1293","INDOCO.BO",425126,9954445.25,707436,10547895.25,6054087.25,934813.75,"High",0
"1294","MANGALAM.BO",NA,2763306,125417,1986019.25,870450.25,NA,"High",0
"1295","NECLIFE.BO",NA,17098490,570285,25928807.5,9943412.5,NA,"High",0
"1296","VIVIMEDLAB.BO",NA,13433440,1119102.5,20994195,6629707.5,892010,"High",0
"1297","SMSPHARMA.BO",NA,5213186.25,340931.75,5481207.75,2718990.25,3830.5,"High",0
"1298","SPARC.BO",1303604.25,1542365.25,-1328645.75,2856264.75,1677307,NA,"High",0
"1299","BAFNAPHARM.BO",NA,753697.7225,-109181.8775,1773012.1275,525311.975,NA,"High",0
"1300","PARABDRUGS.BO",NA,1142585,-2579452.5,6011425,-6367152.5,252.5,"High",0
"1301","APLLTD.BO",NA,33232950,5300475,34591600,21096650,NA,"High",0
"1302","FERVENTSYN.BO",NA,130982.50625,17737.85775,403147.895,393328.99325,NA,"High",0
"1303","SUNLOC.BO",NA,885915.75,46823,1025905.25,368183.25,2377.5,"High",0
"1304","VRL.BO",NA,164773.43525,19502.206,164590.20775,87486.5,NA,"High",0
"1305","CONCORD.BO",NA,502078.481,7321.611,719918.90175,166746.05125,NA,"High",0
"1306","SYNGENE.BO",NA,13891500,2912750,30054500,15316500,135750,"High",0
"1307","ORTINLAABS.BO",NA,662419.83025,7285.42325,669493.78575,232970.38175,NA,"High",0
"1308","ALKEM.BO",NA,51943925,6640375,62660250,40056050,431475,"High",0
"1309","FREDUN.BO",NA,456035.6675,11258.86775,503889.9865,83667.49775,658.6165,"High",0
"1310","LAURUSLABS.BO",NA,20116157.5,1463462.5,28062122.5,12904197.5,83825,"High",0
"1311","ERIS.BO",NA,6777237.5,1853350,7343180,4975922.5,1911375,"High",0
"1312","SMRUTHIORG.BO",NA,968917.01125,14891.54725,936706.059,321007.992,NA,"High",0
"1313","DCAL.BO",NA,NA,750989.01175,34485806.043,24802684.43875,NA,"High",0
"1314","SGRL.BO",NA,197848.307,24209.399,219161.8075,180149.29625,101.01725,"High",0
"1315","MEDICO.BO",NA,582790.205,11925.5995,472700.94,178487.3565,NA,"High",0
"1316","AMRUTANJAN.BO",NA,2001180.4065,191486.91525,1480191.1025,1145911.06,NA,"High",0
"1317","ROLTA.BO",NA,33863200,1225025,96677950,24204350,20804625,"High",0
"1318","SYLPH.BO",NA,47852.83175,-209.01275,135263.461,131494.17975,226.9515,"High",0
"1319","CNIRESLTD.BO",NA,198153.50275,1964.78575,200138.78575,197822.7255,NA,"High",0
"1320","8KMILES.BO",NA,4435894.19825,836623.5945,4485042.3745,2831367.916,1270877.2055,"High",0
"1321","SCANPGEOM.BO",NA,279513.85525,-10515.78075,456669.7895,207731.34225,NA,"High",0
"1322","SKUMAR.BO",NA,4153.625,-3453.37675,17944.82425,-99863.07975,NA,"High",0
"1323","VEDAVAAG.BO",NA,855504.554,83820.341,973556.311,519451.6115,61137.143,"High",0
"1324","MEGRISOFT.BO",NA,24949.00675,8337.508,185498.9305,181624.988,15838.884,"High",0
"1325","INFIBEAM.BO",NA,4764527.5,328975,12575947.5,10710752.5,1508555,"High",0
"1326","LTTS.BO",NA,38568147.5,5289000,25610250,15543000,891250,"High",0
"1327","OCTAWARE.BO",NA,79590.3365,17803.0475,125475.06425,105625.1105,12377.858,"High",0
"1328","MATRIMONY.BO",NA,3083177.75,212193,2076724.75,667814.75,59442.5,"High",0
"1329","HCL-INSYS.BO",NA,44830580.2865,-3829683.15475,33938300,7115475,246825,"High",0
"1330","COMPUPN.BO",NA,329652.5,1,359477.5,333537.5,NA,"High",0
"1331","PCS.BO",NA,500822.91625,37551.378,740017.6075,589575.0425,NA,"High",0
"1332","VINTRON.BO",NA,201086.773,-40863.88075,189405.249,3659.302,1435.1965,"High",0
"1333","KDL.BO",NA,3513.42275,65.15375,60988.795,4918.8175,NA,"High",0
"1334","CRAZYINF.BO",NA,NA,-3265.78675,4350.322,-5660.97075,NA,"High",0
"1335","CEREBRAINT.BO",NA,2675615.122,118021.82625,2770027.427,1778927.132,NA,"High",0
"1336","ACIASIA.BO",NA,191700.93425,1080.455,2522673.43975,1921939.488,NA,"High",0
"1337","TRIVENIGQ.BO",NA,586449.5,35334.0015,947423,-466326,NA,"Low",0
"1338","NIDHGRN.BO",NA,2483.881,274.915,21068.8635,20880.40575,NA,"Low",0
"1339","GLITTEKG.BO",NA,294026.448,6514.853,383346.8585,190707.27975,NA,"Low",0
"1340","SOLIDSTON.BO",NA,614602.3675,11381.78,496731.4,189843.1225,NA,"Low",0
"1341","AROGRANITE.BO",NA,2277679,90866.75,3077581.75,1633557.25,NA,"Low",0
"1342","CEETAIN.BO",NA,80842.0525,12624.13825,221003.84175,210075.792,NA,"Low",0
"1343","MADHAV.BO",NA,798106.709,56112.47775,1465398.5965,1194067.015,NA,"Low",0
"1344","JAIMATAG.BO",NA,NA,20768.25,34561.25,-20045.5,NA,"Low",0
